Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  7.99     11.76    11.76                             Foam::List<double>::List(Foam::List<double> const&) (List.C:122 @ 5bee0)
                0.00    0.00     120/12494       Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > Foam::operator-<double, Foam::fvPatchField, Foam::volMesh>(Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > const&) (GeometricFieldFunctions.C:576 @ b7fa5) [31722]
                0.00    0.00     240/12494       Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > Foam::operator/<Foam::fvPatchField, Foam::volMesh>(Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&, Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&) (new_allocator.h:125 @ b59ae) [29595]
                0.00    0.00     240/12494       Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > Foam::operator-<Foam::fvPatchField, Foam::volMesh>(Foam::dimensioned<double> const&, Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&) (GeometricScalarField.C:111 @ ba2d4) [30571]
                0.00    0.00     480/12494       Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > Foam::operator/<Foam::fvPatchField, Foam::volMesh>(Foam::dimensioned<double> const&, Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > const&) (GeometricScalarField.C:116 @ b6260) [29388]
                0.00    0.00     480/12494       Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > Foam::operator*<double, Foam::fvPatchField, Foam::volMesh>(Foam::dimensioned<double> const&, Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > const&) (GeometricFieldFunctions.C:582 @ b6e5c) [31519]
                0.00    0.00     480/12494       Foam::tmp<Foam::GeometricField<Foam::typeOfSum<double, double>::type, Foam::fvPatchField, Foam::volMesh> > Foam::operator+<double, double, Foam::fvPatchField, Foam::volMesh>(Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&, Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > const&) (GeometricFieldFunctions.C:971 @ b76fa) [31940]
                0.00    0.00     480/12494       Foam::tmp<Foam::GeometricField<Foam::typeOfSum<double, double>::type, Foam::fvPatchField, Foam::volMesh> > Foam::operator-<double, double, Foam::fvPatchField, Foam::volMesh>(Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&, Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&) (GeometricFieldFunctions.C:972 @ b872f) [30950]
                0.00    0.00     482/12494       Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > Foam::operator*<double, Foam::fvPatchField, Foam::volMesh>(Foam::dimensioned<double> const&, Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&) (new_allocator.h:125 @ b93bd) [31407]
                0.00    0.00     720/12494       Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > Foam::operator/<Foam::fvPatchField, Foam::volMesh>(Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&, Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > const&) (GeometricField.C:756 @ b6810) [29502]
                0.00    0.00     720/12494       Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > Foam::operator*<Foam::fvPatchField, Foam::volMesh>(Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&, Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&) (new_allocator.h:125 @ b9cae) [31022]
                0.00    0.00     724/12494       Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > Foam::operator/<Foam::fvPatchField, Foam::volMesh>(Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > const&, Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&) (GeometricField.C:756 @ b7af0) [29712]
                0.00    0.00    1208/12494       Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > Foam::operator/<double, Foam::fvPatchField, Foam::volMesh>(Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&, Foam::dimensioned<double> const&) (GeometricFieldFunctions.C:585 @ ba82f) [30135]
                0.00    0.00    1920/12494       Foam::fvMatrix<Foam::Vector<double> >::A() const (fvMatrix.C:757 @ b8fc6) [39838]
                0.00    0.00    1920/12494       Foam::fvMatrix<Foam::Vector<double> >::A() const (fvMatrix.C:758 @ b9019) [39846]
                0.00    0.00    2280/12494       Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > Foam::fvc::surfaceIntegrate<double>(Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> const&) (fvcSurfaceIntegrate.C:110 @ b521c) [20680]
[10006   0.0    0.00    0.00   12494         Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> >::ref() const (tmpI.H:174 @ 64bd0) [10006]
-----------------------------------------------
                0.00    0.00   11932/11932       Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh>::~GeometricField() (demandDrivenData.H:45 @ 5acc7) [15318]
[10007   0.0    0.00    0.00   11932         Foam::PtrList<Foam::fvPatchField<double> >::~PtrList() (PtrList.C:116 @ 5ab70) [10007]
-----------------------------------------------
                0.00    0.00     480/10320       Foam::tmp<Foam::Field<Foam::Vector<double> > > Foam::operator/<Foam::Vector<double> >(Foam::tmp<Foam::Field<Foam::Vector<double> > > const&, Foam::UList<double> const&) (FieldReuseFunctions.H:82 @ 62ed0) [29775]
                0.00    0.00     480/10320       Foam::fvMatrix<Foam::Vector<double> >::H() const (FieldReuseFunctions.H:82 @ afd18) [39986]
                0.00    0.00    1680/10320       Foam::tmp<Foam::Field<Foam::Vector<double> > > Foam::operator*<Foam::Vector<double> >(Foam::tmp<Foam::Field<double> > const&, Foam::tmp<Foam::Field<Foam::Vector<double> > > const&) (FieldReuseFunctions.H:121 @ 72800) [31088]
                0.00    0.00    2400/10320       Foam::fvPatchField<Foam::Vector<double> >::snGrad() const (FieldReuseFunctions.H:82 @ 7a980) [33893]
                0.00    0.00    5280/10320       Foam::tmp<Foam::Field<Foam::Vector<double> > > Foam::operator*<Foam::Vector<double> >(Foam::UList<double> const&, Foam::tmp<Foam::Field<Foam::Vector<double> > > const&) (FieldReuseFunctions.H:82 @ 726c0) [31109]
[10008   0.0    0.00    0.00   10320         Foam::tmp<Foam::Field<Foam::Vector<double> > >::tmp(Foam::tmp<Foam::Field<Foam::Vector<double> > > const&) (tmpI.H:73 @ 62c70) [10008]
-----------------------------------------------
                0.00    0.00     120/9840        Foam::tmp<Foam::fvMatrix<double> > Foam::operator-<double>(Foam::tmp<Foam::fvMatrix<double> > const&, Foam::DimensionedField<double, Foam::volMesh> const&) (fvMatrix.C:1930 @ 7204e) [30772]
                0.00    0.00     360/9840        Foam::tmp<Foam::fvMatrix<double> > Foam::operator+<double>(Foam::tmp<Foam::fvMatrix<double> > const&, Foam::tmp<Foam::fvMatrix<double> > const&) (fvMatrix.C:1657 @ 7801f) [31849]
                0.00    0.00     360/9840        Foam::tmp<Foam::fvMatrix<double> > Foam::operator-<double>(Foam::tmp<Foam::fvMatrix<double> > const&, Foam::tmp<Foam::fvMatrix<double> > const&) (fvMatrix.C:1876 @ ade4f) [30784]
                0.00    0.00     480/9840        Foam::tmp<Foam::fvMatrix<double> > Foam::operator==<double>(Foam::tmp<Foam::fvMatrix<double> > const&, Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > const&) (fvMatrix.C:1532 @ 71f20) [488]
                0.00    0.00     600/9840        Foam::fvMatrix<double>::fvMatrix(Foam::tmp<Foam::fvMatrix<double> > const&) (fvMatrix.C:388 @ 755e0) [27572]
                0.00    0.00     600/9840        Foam::fvMatrix<double>::fvMatrix(Foam::tmp<Foam::fvMatrix<double> > const&) (fvMatrix.C:388 @ 755ef) [27574]
                0.00    0.00     720/9840        Foam::tmp<Foam::fvMatrix<double> > Foam::operator+<double>(Foam::tmp<Foam::fvMatrix<double> > const&, Foam::tmp<Foam::fvMatrix<double> > const&) (fvMatrix.C:1656 @ 77ffd) [31848]
                0.00    0.00     720/9840        Foam::tmp<Foam::fvMatrix<double> > Foam::operator-<double>(Foam::tmp<Foam::fvMatrix<double> > const&, Foam::tmp<Foam::fvMatrix<double> > const&) (fvMatrix.C:1875 @ ade2d) [30783]
                0.00    0.00     840/9840        Foam::fvMatrix<double>::fvMatrix(Foam::tmp<Foam::fvMatrix<double> > const&) (fvMatrix.C:356 @ 7541f) [27542]
                0.00    0.00     840/9840        Foam::fvMatrix<double>::fvMatrix(Foam::tmp<Foam::fvMatrix<double> > const&) (fvMatrix.C:359 @ 7544c) [27547]
                0.00    0.00     840/9840        Foam::fvMatrix<double>::fvMatrix(Foam::tmp<Foam::fvMatrix<double> > const&) (fvMatrix.C:376 @ 75458) [27549]
                0.00    0.00     840/9840        Foam::fvMatrix<double>::fvMatrix(Foam::tmp<Foam::fvMatrix<double> > const&) (tmpI.H:148 @ 7547b) [27410]
                0.00    0.00     840/9840        Foam::fvMatrix<double>::fvMatrix(Foam::tmp<Foam::fvMatrix<double> > const&) (fvMatrix.C:368 @ 754ae) [27555]
                0.00    0.00     840/9840        Foam::fvMatrix<double>::fvMatrix(Foam::tmp<Foam::fvMatrix<double> > const&) (tmpI.H:148 @ 754e0) [27420]
                0.00    0.00     840/9840        Foam::fvMatrix<double>::fvMatrix(Foam::tmp<Foam::fvMatrix<double> > const&) (Ostream.H:259 @ 7556b) [27426]
[10009   0.0    0.00    0.00    9840         Foam::tmp<Foam::fvMatrix<double> >::operator()() const (tmpI.H:272 @ 68530) [10009]
-----------------------------------------------
                0.00    0.00    9623/9623        Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh>::~GeometricField() (demandDrivenData.H:45 @ 5af47) [16332]
[10010   0.0    0.00    0.00    9623         Foam::PtrList<Foam::fvsPatchField<double> >::~PtrList() (PtrList.C:116 @ 5ae00) [10010]
-----------------------------------------------
                0.00    0.00     240/9610        Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > Foam::operator/<Foam::fvPatchField, Foam::volMesh>(Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&, Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&) (GeometricScalarField.C:114 @ b58da) [29576]
                0.00    0.00     240/9610        Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > Foam::operator-<Foam::fvPatchField, Foam::volMesh>(Foam::dimensioned<double> const&, Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&) (GeometricScalarField.C:111 @ ba1fb) [30551]
                0.00    0.00     480/9610        Foam::tmp<Foam::GeometricField<Foam::typeOfSum<double, double>::type, Foam::fvPatchField, Foam::volMesh> > Foam::operator-<double, double, Foam::fvPatchField, Foam::volMesh>(Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&, Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&) (GeometricFieldFunctions.C:972 @ b8655) [30931]
                0.00    0.00     482/9610        Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > Foam::operator*<double, Foam::fvPatchField, Foam::volMesh>(Foam::dimensioned<double> const&, Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&) (GeometricFieldFunctions.C:582 @ b92e8) [31389]
                0.00    0.00     720/9610        Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > Foam::operator*<Foam::fvPatchField, Foam::volMesh>(Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&, Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&) (GeometricScalarField.C:113 @ b9bda) [31003]
                0.00    0.00    1208/9610        Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > Foam::operator/<double, Foam::fvPatchField, Foam::volMesh>(Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&, Foam::dimensioned<double> const&) (GeometricFieldFunctions.C:585 @ ba755) [30116]
                0.00    0.00    1920/9610        Foam::fvMatrix<Foam::Vector<double> >::A() const (fvMatrix.C:739 @ b8f00) [39816]
                0.00    0.00    2040/9610        Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > Foam::fvc::div<double>(Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> const&) (fvcDiv.C:58 @ b546c) [20823]
                0.00    0.00    2280/9610        Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > Foam::fvc::surfaceIntegrate<double>(Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> const&) (fvcSurfaceIntegrate.C:88 @ b5187) [20661]
[10011   0.0    0.00    0.00    9610         Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> >::tmp(Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh>*) (tmpI.H:49 @ 64ac0) [10011]
-----------------------------------------------
                0.00    0.00     240/9604        void Foam::negate<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh>(Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh>&, Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> const&) (GeometricField.C:756 @ 7420d) [24618]
                0.00    0.00     240/9604        void Foam::negate<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh>(Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh>&, Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> const&) (GeometricField.C:767 @ 742ef) [24630]
                0.00    0.00     240/9604        Foam::fvMatrix<Foam::Vector<double> >::solveSegregated(Foam::dictionary const&) (GeometricField.C:919 @ 8b269) [26178]
                0.00    0.00     480/9604        Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh>::operator=(Foam::tmp<Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> > const&) (GeometricField.C:757 @ 746af) [13307]
                0.00    0.00     480/9604        Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh>::operator=(Foam::tmp<Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> > const&) (GeometricBoundaryField.C:603 @ 74720) [13318]
                0.00    0.00     480/9604        Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh>::operator-=(Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> const&) (GeometricField.C:746 @ 74b7a) [13397]
                0.00    0.00     480/9604        Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh>::operator-=(Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> const&) (GeometricField.C:768 @ 74c3e) [13407]
                0.00    0.00     480/9604        Foam::fvMatrix<Foam::Vector<double> >::H() const (GeometricField.C:756 @ af9ef) [39936]
                0.00    0.00     480/9604        Foam::fvMatrix<Foam::Vector<double> >::H() const (GeometricField.C:757 @ afa3e) [39943]
                0.00    0.00     480/9604        Foam::fvMatrix<Foam::Vector<double> >::H() const (GeometricField.C:756 @ afa6c) [39948]
                0.00    0.00     480/9604        Foam::fvMatrix<Foam::Vector<double> >::H() const (GeometricField.C:919 @ afadc) [39951]
                0.00    0.00     482/9604        Foam::tmp<Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> > Foam::operator*<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh>(Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&, Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> const&) (GeometricField.C:757 @ b01ca) [31166]
                0.00    0.00     482/9604        Foam::tmp<Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> > Foam::operator*<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh>(Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&, Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> const&) (GeometricField.C:768 @ b023d) [31168]
                0.00    0.00     720/9604        Foam::fvMatrix<Foam::Vector<double> >::solveSegregated(Foam::dictionary const&) (GeometricField.C:756 @ 8b17c) [26161]
                0.00    0.00     960/9604        Foam::tmp<Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> > Foam::operator/<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh>(Foam::tmp<Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> > const&, Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > const&) (GeometricFieldFunctions.C:580 @ b09ae) [29875]
